region,year,production,temp,rain,lat,lon
Чувашская Республика,2014,554200.0,4.8885093,18.335838,55.4259922,47.0849429
Чувашская Республика,2015,555800.0,5.835663,19.563622,55.4259922,47.0849429
Чувашская Республика,2016,609200.0,5.63753,21.252539,55.4259922,47.0849429
Чувашская Республика,2017,698700.0,4.811371,24.605955,55.4259922,47.0849429
Чувашская Республика,2018,632700.0,4.479815,15.8213625,55.4259922,47.0849429
Чувашская Республика,2019,724900.0,5.6188226,17.421762,55.4259922,47.0849429
Чувашская Республика,2020,940500.0,6.1434937,20.316818,55.4259922,47.0849429
Чувашская Республика,2021,555500.0,5.369062,18.280056,55.4259922,47.0849429
Чувашская Республика,2022,1008500.0,5.3429694,19.361238,55.4259922,47.0849429
Чувашская Республика,2023,968600.0,6.1052094,8.436846,55.4259922,47.0849429
Ярославская область,2006,81260.0,4.3384857,25.108297,57.7781976,39.0021095
Ярославская область,2007,91030.0,5.438029,22.7364,57.7781976,39.0021095
Ярославская область,2008,102820.0,5.9453025,23.92415,57.7781976,39.0021095
Ярославская область,2009,102787.6,4.8813934,25.346012,57.7781976,39.0021095
Ярославская область,2010,51000.0,4.6509576,25.208086,57.7781976,39.0021095
Ярославская область,2011,78600.0,5.03787,21.350863,57.7781976,39.0021095
Ярославская область,2012,78600.0,4.084137,27.71768,57.7781976,39.0021095
Ярославская область,2013,60600.0,5.2916794,23.286259,57.7781976,39.0021095
Ярославская область,2014,97100.0,5.6308594,17.465313,57.7781976,39.0021095
Ярославская область,2015,93900.0,5.8073425,21.385319,57.7781976,39.0021095
Ярославская область,2016,85000.0,5.2936172,24.824518,57.7781976,39.0021095
Ярославская область,2017,79800.0,4.6816506,25.249271,57.7781976,39.0021095
Ярославская область,2018,78300.0,4.944496,22.095728,57.7781976,39.0021095
Ярославская область,2019,93400.0,5.9233475,26.857409,57.7781976,39.0021095
Ярославская область,2020,84800.0,6.584574,24.85505,57.7781976,39.0021095
Ярославская область,2021,51600.0,4.8475776,26.365858,57.7781976,39.0021095
Ярославская область,2022,108000.0,5.272982,16.257406,57.7781976,39.0021095
Ярославская область,2023,136600.0,5.4841156,13.658684,57.7781976,39.0021095
