region_std,year,month,temp_c,prec_mm,date,prec_3m,spi_3
Алтайский край,2013,9,10.935398,32.21844768749093,2013-09-01,230.7456158448851,1.7796762847317884
Алтайский край,2013,10,3.737301,47.5653268368739,2013-10-01,184.29601671946335,0.8751864911896
Алтайский край,2013,11,-0.6745419,49.08280607102052,2013-11-01,128.86658059538533,-0.204163173393152
Алтайский край,2013,12,-6.531705,32.79702624404152,2013-12-01,129.4451591519359,-0.19289680276744808
Алтайский край,2014,1,-14.624678,36.1071731348163,2014-01-01,117.98700544987831,-0.41601569445830594
Алтайский край,2014,2,-18.008577,32.16331768335786,2014-02-01,101.06751706221564,-0.7454804228249474
Алтайский край,2014,3,-2.506873,20.81278970563133,2014-03-01,89.08328052380546,-0.9788434622586911
Алтайский край,2014,4,6.497226,34.542305444610726,2014-04-01,87.51841283359988,-1.0093153474995742
Алтайский край,2014,5,11.097975,74.78621764525249,2014-05-01,130.1413127954945,-0.17934095132434383
Алтайский край,2014,6,18.260258,45.45132311126292,2014-06-01,154.7798462011261,0.3004328769291134
Алтайский край,2014,7,20.01903,103.03724882625184,2014-07-01,223.27478958276723,1.6342006244324017
Алтайский край,2014,8,18.847395,53.10416911741901,2014-08-01,201.59274105493375,1.21199694634342
Алтайский край,2014,9,9.746538,45.64766387894469,2014-09-01,201.78908182261551,1.2158201918346214
Алтайский край,2014,10,2.0362165,122.58676981808148,2014-10-01,221.33860281444515,1.5964982286461635
Алтайский край,2014,11,-8.114933,67.32582637563227,2014-11-01,235.56026007265842,1.8734294418214568
Алтайский край,2014,12,-12.202038,31.276910275970614,2014-12-01,221.18950646968435,1.5935949501544275
Алтайский край,2015,1,-12.679766,36.56534900310761,2015-01-01,135.16808565471047,-0.08145711957503307
Алтайский край,2015,2,-11.188263,29.3931736008926,2015-02-01,97.2354328799708,-0.8201006799659384
Алтайский край,2015,3,-5.340514,48.14810672423803,2015-03-01,114.10662932823823,-0.4915763163627347
Алтайский край,2015,4,5.000469,45.70722211363181,2015-04-01,123.24850243876242,-0.31356119722252557
Алтайский край,2015,5,13.167741,69.35420772939358,2015-05-01,163.2095365672634,0.46458001796911413
Алтайский край,2015,6,19.724106,41.16806373200969,2015-06-01,156.22949357503506,0.3286611346239851
Алтайский край,2015,7,20.481676,78.88155210371609,2015-07-01,189.40382356511932,0.9746482571955042
Алтайский край,2015,8,18.198402,57.888319373077245,2015-08-01,177.937935208803,0.7513787524538273
Алтайский край,2015,9,10.349354,71.64779861179002,2015-09-01,208.41767008858332,1.3448953732150368
Алтайский край,2015,10,4.567217,57.3265776372877,2015-10-01,186.86269562215494,0.9251661447172026
Алтайский край,2015,11,-7.4370394,54.887018714632305,2015-11-01,183.86139496370998,0.8667233192886146
Алтайский край,2015,12,-5.8569865,76.21959002461931,2015-12-01,188.43318637653928,0.9557475250722286
Алтайский край,2016,1,-17.510324,12.321399998525616,2016-01-01,143.4280087377772,0.07938422813831048
Алтайский край,2016,2,-8.484995,26.57190210783899,2016-02-01,115.11289213098388,-0.47198186448712154
Алтайский край,2016,3,-2.6259944,27.53354321942336,2016-03-01,66.42684532578794,-1.4200208842494297
Алтайский край,2016,4,7.6674457,71.20908156077496,2016-04-01,125.31452688803728,-0.27333053726501044
Алтайский край,2016,5,11.3324175,55.832628763817176,2016-05-01,154.57525354401545,0.296448946525525
Алтайский край,2016,6,19.382338,67.8967741838684,2016-06-01,194.9384845084605,1.0824219393849137
Алтайский край,2016,7,20.709332,136.29647975094343,2016-07-01,260.02588269862895,2.349836265012619
Алтайский край,2016,8,17.565994,39.64097675513761,2016-08-01,243.8342306899494,2.034544330137292
Алтайский край,2016,9,14.913745,21.65421625674574,2016-09-01,197.59167276282676,1.134086146215644
Алтайский край,2016,10,-1.9893346,84.83437977625461,2016-10-01,146.12957278813792,0.13199043263006105
Алтайский край,2016,11,-12.2788925,69.0176228628647,2016-11-01,175.506218895865,0.7040271578813201
Алтайский край,2016,12,-10.196288,55.10030540355346,2016-12-01,208.9523080426727,1.3553061104833692
Алтайский край,2017,1,-11.052557,43.33782584658638,2017-01-01,167.4557541130045,0.5472644868040799
Алтайский край,2017,2,-12.603354,25.099378847850943,2017-02-01,123.53751009799075,-0.3079334957364113
Алтайский край,2017,3,-5.3838754,18.16726228873256,2017-03-01,86.60446698316986,-1.0271121575717579
Алтайский край,2017,4,5.44693,35.104202743007164,2017-04-01,78.37084387959064,-1.1874413789489282
Алтайский край,2017,5,13.593168,42.45878819625922,2017-05-01,95.73025322799892,-0.8494102899149908
Алтайский край,2017,6,20.497437,50.75230026662832,2017-06-01,128.31529120589468,-0.21489815572822005
Алтайский край,2017,7,19.458513,119.25282753413578,2017-07-01,212.4639159970233,1.4236858944521253
Алтайский край,2017,8,17.81712,53.85669392786472,2017-08-01,223.86182172862877,1.6456316075713355
Алтайский край,2017,9,10.473225,73.69057427037437,2017-09-01,246.80009573237484,2.0922971355523385
Алтайский край,2017,10,2.7683735,55.57363298629065,2017-10-01,183.1209011845297,0.8523040545788902
Алтайский край,2017,11,-4.775659,34.873600630265365,2017-11-01,164.13780788693037,0.4826557807331721
Алтайский край,2017,12,-12.202586,30.461573377586333,2017-12-01,120.90880699414231,-0.3591209154870871
Алтайский край,2018,1,-21.202173,17.805875277637043,2018-01-01,83.14104928548872,-1.0945535567938987
Алтайский край,2018,2,-12.735447,14.14864283575202,2018-02-01,62.41609149097537,-1.498120286102238
Алтайский край,2018,3,-5.9081087,71.07797059850552,2018-03-01,103.03248871189456,-0.7072175134522457
Алтайский край,2018,4,4.005937,40.58021911954623,2018-04-01,125.80683255380374,-0.26374411545787246
Алтайский край,2018,5,8.752905,118.19778264714915,2018-05-01,229.8559723652009,1.7623527025606494
Алтайский край,2018,6,19.6479,56.40139439436946,2018-06-01,215.17939616106483,1.4765630804599075
Алтайский край,2018,7,19.022215,58.36369835837725,2018-07-01,232.96287539989584,1.822851870202956
Алтайский край,2018,8,18.251009,43.93277664430379,2018-08-01,158.69786939705048,0.3767265814669342
Алтайский край,2018,9,11.405775,43.593006668225776,2018-09-01,145.8894816709068,0.1273152584812096
Алтайский край,2018,10,5.0825777,49.99664260421588,2018-10-01,137.52242591674542,-0.03561223011137785
Алтайский край,2018,11,-7.2639627,81.89717128109739,2018-11-01,175.48682055353902,0.7036494236709965
Алтайский край,2018,12,-18.259148,22.43394523398467,2018-12-01,154.32775911929792,0.2916296114756971
Алтайский край,2019,1,-14.27161,15.550077830035464,2019-01-01,119.8811943451175,-0.3791311022326836
Алтайский край,2019,2,-14.791043,14.160304459385902,2019-02-01,52.14432752340602,-1.6981372043377305
Алтайский край,2019,3,-2.6913347,12.54740600547647,2019-03-01,42.25778829489782,-1.890652834052736
Алтайский край,2019,4,4.4813056,53.85568037829952,2019-04-01,80.56339084316187,-1.1447470094010384
Алтайский край,2019,5,11.020128,36.66388873842955,2019-05-01,103.06697512220552,-0.7065459768463441
Алтайский край,2019,6,16.900547,79.61036532394327,2019-06-01,170.12993444067234,0.5993374617706837
Алтайский край,2019,7,20.459536,44.730335943728875,2019-07-01,161.0045900061017,0.42164419726393165
Алтайский край,2019,8,20.024458,51.65198108299509,2019-08-01,175.99268235066722,0.713499817238655
Алтайский край,2019,9,12.8550825,37.22524793723201,2019-09-01,133.60756496395595,-0.1118443578714852
Алтайский край,2019,10,5.8657813,61.828115664964734,2019-10-01,150.70534468519182,0.22109214839055955
Алтайский край,2019,11,-8.828613,50.4581581188662,2019-11-01,149.51152172106293,0.1978454313750862
Алтайский край,2019,12,-8.4292965,74.37512947017828,2019-12-01,186.6614032540092,0.9212464791886767
Алтайский край,2020,1,-10.253995,47.7864407801671,2020-01-01,172.61972836921154,0.6478199726811924
Алтайский край,2020,2,-7.398031,42.82430513715915,2020-02-01,164.9858753875045,0.4991697746738501
Алтайский край,2020,3,-3.2971575,23.79673559426833,2020-03-01,114.40748151159457,-0.4857179723870218
Алтайский край,2020,4,9.1385975,17.470893474481496,2020-04-01,84.09193420590896,-1.076037450701552
Алтайский край,2020,5,17.209072,30.81075866972929,2020-05-01,72.07838773847911,-1.309971227712086
Алтайский край,2020,6,18.072058,41.567624729437966,2020-06-01,89.84927687364873,-0.963927598755692
Алтайский край,2020,7,20.72454,79.89051836284558,2020-07-01,152.26890176201283,0.25153851271302935
Алтайский край,2020,8,19.401903,49.54830743234541,2020-08-01,171.00645052462895,0.6164054207357035
Алтайский край,2020,9,11.506401,70.64012439424458,2020-09-01,200.07895018943555,1.1825196545436902
Алтайский край,2020,10,3.6294599,59.8501122675816,2020-10-01,180.03854409417158,0.7922828578242452
Алтайский край,2020,11,-4.633049,34.60350285161216,2020-11-01,165.09373951343835,0.5012701588070495
Алтайский край,2020,12,-14.734903,44.39801018782168,2020-12-01,138.85162530701544,-0.00972939571197943
Алтайский край,2021,1,-18.21654,34.998017422486726,2021-01-01,113.99953046192056,-0.4936617989784771
Алтайский край,2021,2,-12.510162,52.52109972111084,2021-02-01,131.91712733141927,-0.1447614037456711
Алтайский край,2021,3,-5.611095,47.46823998032554,2021-03-01,134.98735712392312,-0.08497635579185474
Алтайский край,2021,4,3.6221752,19.91773743272792,2021-04-01,119.90707713416431,-0.37862709963713853
Алтайский край,2021,5,14.940533,20.29619078094479,2021-05-01,87.68216819399827,-1.0061266213338602
Алтайский край,2021,6,17.210443,78.86397555349971,2021-06-01,119.07790376717243,-0.3947731775719792
Алтайский край,2021,7,20.729647,38.09315507870372,2021-07-01,137.25332141314823,-0.04085236741036012
Алтайский край,2021,8,19.040873,53.26081005180621,2021-08-01,170.21794068400965,0.6010511632958927
Алтайский край,2021,9,11.159953,51.20167920772599,2021-09-01,142.5556443382359,0.06239711284579533
Алтайский край,2021,10,3.218932,45.68106085083448,2021-10-01,150.14355011036668,0.21015260383981632
Алтайский край,2021,11,-5.193521,69.07029762582958,2021-11-01,165.95303768439004,0.5180028419705066
Алтайский край,2021,12,-8.55128,37.10188480236995,2021-12-01,151.85324327903402,0.2434446031307655
Алтайский край,2022,1,-12.725624,21.504920828267466,2022-01-01,127.677103256467,-0.22732527022409157
Алтайский край,2022,2,-11.624242,16.528885468746882,2022-02-01,75.1356910993843,-1.2504378896904984
Алтайский край,2022,3,-6.345655,34.445009849677724,2022-03-01,72.47881614669207,-1.302173885752363
Алтайский край,2022,4,6.393488,36.19978021539125,2022-04-01,87.17367553381585,-1.0160282443809017
Алтайский край,2022,5,16.904087,12.851695693246116,2022-05-01,83.49648575831509,-1.0876323202713614
Алтайский край,2022,6,18.955357,64.4904327175688,2022-06-01,113.54190862620615,-0.5025728399239131
Алтайский край,2022,7,19.596912,65.00583234935436,2022-07-01,142.34796076016926,0.05835299448558329
Алтайский край,2022,8,17.09511,48.16406561020571,2022-08-01,177.66033067712885,0.7459730983627698
Алтайский край,2022,9,13.075859,19.029661102114986,2022-09-01,132.19955906167505,-0.13926175203287508
Алтайский край,2022,10,4.471061,21.199150455916453,2022-10-01,88.39287716823713,-0.9922873412220524
Алтайский край,2022,11,-8.153398,23.892818962467327,2022-11-01,64.12163052049875,-1.4649091782834953
Алтайский край,2022,12,-16.659302,16.990246531991197,2022-12-01,62.08221595037496,-1.5046216773838081
Алтайский край,2023,1,-12.1297865,28.19367575954716,2023-01-01,69.07674125400567,-1.3684207872378245
Алтайский край,2023,2,-11.714411,10.866589585940044,2023-02-01,56.050511877478385,-1.6220740316413922
Алтайский край,2023,3,-2.4717329,21.691568411572067,2023-03-01,60.75183375705926,-1.5305275439148662
Алтайский край,2023,4,1.8641933,18.198703027297704,2023-04-01,50.7568610248098,-1.725154644972114
Алтайский край,2023,5,12.138419,8.2580656499099,2023-05-01,48.14833708877966,-1.7759491258884945
Алтайский край,2023,6,20.246197,21.80871295639768,2023-06-01,48.26548163360527,-1.7736680288035054
Алтайский край,2023,7,21.973686,28.679735848939536,2023-07-01,58.7465144552471,-1.569576122921645
Алтайский край,2023,8,18.838446,49.72810435913644,2023-08-01,100.21655316447364,-0.7620508168578912
Алтайский край,2023,9,12.3628025,42.92302861126928,2023-09-01,121.33086881934523,-0.3509023168268697
Алтайский край,2023,10,6.0326962,32.14730308795982,2023-10-01,124.79843605836552,-0.2833801156632736
Алтайский край,2023,11,-1.4013635,24.061431608431423,2023-11-01,99.1317633076605,-0.7831743867508458
Алтайский край,2023,12,-11.92382,33.86560689416268,2023-12-01,90.0743415905539,-0.9595450261789618
Амурская область,2007,1,-22.839363,3.396067089971049,2007-01-01,,
Амурская область,2007,2,-20.861872,16.560418687590644,2007-02-01,,
Амурская область,2007,3,-12.628975,11.352014331594004,2007-03-01,31.308500109155695,-1.0032664020540194
Амурская область,2007,4,-0.061120935,17.4924321323091,2007-04-01,45.40486515149375,-0.8997700004006229
Амурская область,2007,5,9.180821,87.33457116666698,2007-05-01,116.17901763057009,-0.3801417068899805
Амурская область,2007,6,15.793386,136.01710748137526,2007-06-01,240.84411078035134,0.5351572736653504
Амурская область,2007,7,18.036907,149.4478660072489,2007-07-01,372.79954465529113,1.5039823958618013
Амурская область,2007,8,17.482727,112.64025090674282,2007-08-01,398.105224395367,1.6897782933591252
Амурская область,2007,9,10.0733595,57.67696474016327,2007-09-01,319.765081654155,1.114600021912767
Амурская область,2007,10,-1.1269634,34.45126191358121,2007-10-01,204.7684775604873,0.2702876981109721
Амурская область,2007,11,-13.45763,11.485638279194468,2007-11-01,103.61386493293895,-0.4723958508855728
Амурская область,2007,12,-22.106453,5.034672614392583,2007-12-01,50.971572807168265,-0.8588988815208038
Амурская область,2008,1,-25.90033,2.0862356000339863,2008-01-01,18.60654649362104,-1.0965249470213068
Амурская область,2008,2,-18.233994,3.2989676046671472,2008-02-01,10.419875819093717,-1.1566319997111418
Амурская область,2008,3,-5.8376293,29.060952090291703,2008-03-01,34.446155294992835,-0.9802295396864565
Амурская область,2008,4,1.0708553,27.444338135425795,2008-04-01,59.80425783038464,-0.7940487507179258
Амурская область,2008,5,8.925163,62.89358311158998,2008-05-01,119.39887333730749,-0.3565013231109292
Амурская область,2008,6,19.527884,29.47912375987697,2008-06-01,119.81704500689276,-0.35343108032525505
Амурская область,2008,7,19.274471,179.14511736248488,2008-07-01,271.51782423395184,0.7603656134224537
Амурская область,2008,8,16.426138,139.6810964134117,2008-08-01,348.30533753577356,1.3241443815503757
Амурская область,2008,9,7.1952333,107.65331976192512,2008-09-01,426.4795335378217,1.8981042615661778
Амурская область,2008,10,-0.43366116,64.87675421807124,2008-10-01,312.21117039340805,1.0591387287674592
Амурская область,2008,11,-16.835238,28.847307583431245,2008-11-01,201.3773815634276,0.24539005731472452
Амурская область,2008,12,-27.907766,14.05315204806308,2008-12-01,107.77721384956557,-0.44182828042295713
Амурская область,2009,1,-26.121851,9.17258162669384,2009-01-01,52.07304125818816,-0.8508118306482625
Амурская область,2009,2,-23.819094,6.549340743132498,2009-02-01,29.775074417889417,-1.0145249102419294
Амурская область,2009,3,-12.705188,21.498258155519274,2009-03-01,37.22018052534561,-0.9598624713979337
Амурская область,2009,4,-0.06622582,19.447650304160167,2009-04-01,47.495249202811934,-0.8844222687878783
Амурская область,2009,5,8.918256,67.13616500645183,2009-05-01,108.08207346613128,-0.4395899818807997
Амурская область,2009,6,13.771053,114.96048116915294,2009-06-01,201.54429647976494,0.24661555716318234
Амурская область,2009,7,17.703772,112.79710600519267,2009-07-01,294.89375218079743,0.9319931514821739
Амурская область,2009,8,15.76096,142.34848185108,2009-08-01,370.1060690254256,1.4842067278229178
Амурская область,2009,9,8.859244,128.490409888666,2009-09-01,383.63599774493866,1.5835443182507187
Амурская область,2009,10,-1.3414707,32.119915676395266,2009-10-01,302.95880741614127,0.991207295943314
Амурская область,2009,11,-19.06527,14.573908311135844,2009-11-01,175.18423387619708,0.053078314148154025
Амурская область,2009,12,-25.142185,19.998889281830692,2009-12-01,66.69271326936178,-0.743473276207821
Амурская область,2010,1,-26.373621,6.140225840498636,2010-01-01,40.713023433465146,-0.9342177983602244
Амурская область,2010,2,-23.102688,8.249545984974722,2010-02-01,34.38866110730402,-0.9806516656404813
Амурская область,2010,3,-14.77052,11.885514989685044,2010-03-01,26.275286815158374,-1.0402205716657023
Амурская область,2010,4,-2.746433,22.22160576111335,2010-04-01,42.35666673577308,-0.9221500655170657
Амурская область,2010,5,9.834953,73.97170065135842,2010-05-01,108.07882140215678,-0.43961385873971304
Амурская область,2010,6,18.689817,84.36416349134856,2010-06-01,180.5574699038203,0.09252895212632281
Амурская область,2010,7,17.895483,194.2112895637564,2010-07-01,352.54715370646335,1.3552880635437845
Амурская область,2010,8,16.28702,118.2400530272839,2010-08-01,396.8155060823889,1.6803091001210946
Амурская область,2010,9,8.389442,42.65387885638481,2010-09-01,355.1052214474251,1.374069558317792
Амурская область,2010,10,-2.3421369,46.754369198022914,2010-10-01,207.6483010816916,0.2914315441270387
Амурская область,2010,11,-13.843739,22.749241912198688,2010-11-01,112.15748996660638,-0.409668016766303
Амурская область,2010,12,-25.2907,19.603044911589507,2010-12-01,89.10665602181108,-0.5789086941488023
Амурская область,2011,1,-24.992847,3.093442020004407,2011-01-01,45.44572884379257,-0.8994699765931734
Амурская область,2011,2,-19.52718,16.390842933919373,2011-02-01,39.087329865513254,-0.946153743121072
Амурская область,2011,3,-11.087701,12.873733873262005,2011-03-01,32.35801882718576,-0.9955607693992352
Амурская область,2011,4,-0.54058975,16.49799537489709,2011-04-01,45.76257218207844,-0.8971436928099467
Амурская область,2011,5,9.405784,81.99806476482749,2011-05-01,111.36979401298656,-0.4154513301631778
Амурская область,2011,6,15.997472,94.08539485396436,2011-06-01,192.5814549936889,0.18080980939682123
Амурская область,2011,7,21.376186,96.2112349264304,2011-07-01,272.2946945452222,0.7660694442700765
Амурская область,2011,8,17.32501,106.01977180834608,2011-08-01,296.3164015887408,0.9424383332076928
Амурская область,2011,9,6.6187196,57.77920861183477,2011-09-01,260.0102153466112,0.6758760228154229
Амурская область,2011,10,0.7228159,37.9638261287796,2011-10-01,201.7628065489604,0.24821987187969563
Амурская область,2011,11,-14.117909,18.278592583842535,2011-11-01,114.02162732445687,-0.3959814026536767
Амурская область,2011,12,-24.83149,6.427140617520611,2011-12-01,62.66955933014272,-0.7730115262996898
Амурская область,2012,1,-28.742344,6.127071054362037,2012-01-01,30.832804255725154,-1.0067589910273915
Амурская область,2012,2,-23.794666,5.213531023362429,2012-02-01,17.767742695245047,-1.1026834974394022
Амурская область,2012,3,-14.604585,11.344795869641144,2012-03-01,22.685397947365583,-1.0665777622631527
Амурская область,2012,4,-0.6492049,57.86719164825194,2012-04-01,74.42551854125549,-0.6866985319440566
Амурская область,2012,5,10.490627,60.71510642063312,2012-05-01,129.92709393852618,-0.27920246310222424
Амурская область,2012,6,17.997385,124.0601069541177,2012-06-01,242.64240502300274,0.5483604634713352
Амурская область,2012,7,19.662497,113.75679045475827,2012-07-01,298.53200382950905,0.958705424668931
Амурская область,2012,8,15.293283,161.76910843391573,2012-08-01,399.5860058427917,1.7006502841867794
Амурская область,2012,9,9.185752,108.35879990228962,2012-09-01,383.88469879096357,1.5853702970242327
Амурская область,2012,10,-3.0549934,74.1764203099282,2012-10-01,344.3043286461335,1.2947687218099186
Амурская область,2012,11,-15.9210415,14.74841954348086,2012-11-01,197.28363975569863,0.2153335466380015
Амурская область,2012,12,-26.349777,14.334602057063291,2012-12-01,103.2594419104723,-0.4749980470814181
Амурская область,2013,1,-29.278992,8.10011225711379,2013-01-01,37.183133857657886,-0.9601344703698257
Амурская область,2013,2,-22.742952,7.697935255183001,2013-02-01,30.132649569360026,-1.0118995709160303
Амурская область,2013,3,-14.445038,16.587600664340513,2013-03-01,32.38564817663725,-0.9953579129720878
Амурская область,2013,4,-1.8041091,28.889524976255824,2013-04-01,53.17506089577928,-0.8427207329291343
Амурская область,2013,5,9.782973,130.8797246952454,2013-05-01,176.35685033584167,0.06168773818961815
