region_std,year,spi_grow_mean,spi_grow_min
Республика Марий Эл,2015,0.5369040226268825,-0.6124801569544427
Республика Марий Эл,2016,-0.28968597573707827,-0.9080431899405644
Республика Марий Эл,2017,1.4150514021103398,0.0418951849142349
Республика Марий Эл,2018,-0.23649479411012517,-0.8086838617146025
Республика Марий Эл,2019,0.060296969006274036,-0.7726829407442711
Республика Марий Эл,2020,0.9883230036585227,0.531927797727703
Республика Марий Эл,2021,-0.6551167377971464,-0.9858321391673692
Республика Марий Эл,2022,0.204345931792999,-0.2175246109894995
Республика Марий Эл,2023,-2.021385785765609,-2.2886547641554538
Республика Мордовия,2007,0.5746269206319695,-0.4982850100718504
Республика Мордовия,2008,0.866575068241548,-0.5340567296231575
Республика Мордовия,2009,0.1600328946807392,-1.2331045824892182
Республика Мордовия,2010,-1.2778676024113231,-1.7813377042948495
Республика Мордовия,2011,0.24952900121450639,-0.9386542470592938
Республика Мордовия,2012,0.7274684352753006,0.0408279528220211
Республика Мордовия,2013,1.1532969774800137,-0.1911016968949122
Республика Мордовия,2014,-0.6961692727918144,-1.5777818925359384
Республика Мордовия,2015,-0.29105768320847786,-1.0955270685194802
Республика Мордовия,2016,0.5652209096416718,0.2192537658470421
Республика Мордовия,2017,1.1587016987874679,-0.1669601946622777
Республика Мордовия,2018,-0.5785532124782855,-0.8432168745918567
Республика Мордовия,2019,-0.7292291839417283,-1.3563452965152352
Республика Мордовия,2020,0.9150470527324676,-0.7363934187553629
Республика Мордовия,2021,0.11785082859663278,-0.2682048433895245
Республика Мордовия,2022,0.3243523825331005,-0.2730638215113811
Республика Мордовия,2023,-1.6546751437819633,-1.9315772794054775
Республика Саха (Якутия),2007,0.9184209556587586,-1.0275335845860192
Республика Саха (Якутия),2008,0.7782431840757137,-0.7241798857950444
Республика Саха (Якутия),2009,0.39937165053677265,-1.0105456609631318
Республика Саха (Якутия),2010,0.6268655194531222,-1.088015235793856
Республика Саха (Якутия),2011,0.49244585808954605,-0.8765137822837545
Республика Саха (Якутия),2012,0.5430958530165468,-0.8989202319165976
Республика Саха (Якутия),2013,0.666385063708383,-1.128261898099031
Республика Саха (Якутия),2014,0.663490743251185,-0.7487821729416608
Республика Саха (Якутия),2015,0.6379798116987848,-0.865428214324597
Республика Саха (Якутия),2016,0.7516913449257809,-0.9299254006774516
Республика Саха (Якутия),2017,0.5354690330049762,-0.8547577846291168
Республика Саха (Якутия),2018,0.2976867692157576,-0.8960279852727968
Республика Саха (Якутия),2019,0.19928593149382148,-0.8538153937040989
Республика Саха (Якутия),2020,0.2550079534818474,-0.7296389761836128
Республика Саха (Якутия),2021,0.387812525470858,-0.781524740388108
Республика Саха (Якутия),2022,0.6307239782656119,-1.0038642601876555
Республика Саха (Якутия),2023,-0.6139930514080864,-1.1810445738936195
Республика Северная Осетия-Алания,2007,0.6317198538634473,-0.3402453412670954
Республика Северная Осетия-Алания,2008,1.073123115300372,-0.3620592152538715
Республика Северная Осетия-Алания,2009,1.261565240445422,-0.2242174611874752
