region_std,year,month,temp_c,prec_mm,pet_proxy,water_balance,wb_3m,spei_like_3
Омская область,2010,6,17.46591,47.13550838881624,87.32955000000001,-40.19404161118377,-49.9460417515791,-0.9395998637654132
Омская область,2010,7,17.460487,46.49660132572561,87.302435,-40.805833674274396,-92.64850510834947,-1.532332768790944
Омская область,2010,8,18.453068,42.949748117499006,92.26534,-49.31559188250099,-130.31546716795916,-2.055170237405951
Омская область,2010,9,10.3495455,43.37344777976681,51.747727499999996,-8.374279720233183,-98.49570527700857,-1.6134950172841702
Омская область,2010,10,3.7708502,15.10377085636446,18.854250999999998,-3.7504801436355386,-61.440351746369714,-1.0991470003686237
Омская область,2010,11,-3.905658,63.8316003701644,0.0,63.8316003701644,51.70684050629567,0.47139621160210776
Омская область,2010,12,-19.357906,41.043222043596344,0.0,41.043222043596344,101.1243422701252,1.1573374214769452
Омская область,2011,1,-21.414463,7.1329144179679735,0.0,7.1329144179679735,112.0077368317287,1.3084047269188346
Омская область,2011,2,-15.228403,28.328166149452535,0.0,28.328166149452535,76.50430261101684,0.8155981754979804
Омская область,2011,3,-7.246754,30.308600787274138,0.0,30.308600787274138,65.76968135469463,0.6665959226665901
Омская область,2011,4,5.4458714,48.19394603193163,27.229357,20.96458903193163,79.60135596865828,0.8585869234387439
Омская область,2011,5,10.677638,44.47008376962648,53.38819,-8.918106230373525,42.35508358883223,0.3415888513458788
Омская область,2011,6,19.011627,72.6911027863354,95.05813500000001,-22.3670322136646,-10.320549412106509,-0.3895769531147878
Омская область,2011,7,17.165426,61.40936672193799,85.82713,-24.417763278062004,-55.702901722100144,-1.019508142256123
Омская область,2011,8,14.857641,72.43792186766684,74.28820499999999,-1.8502831323331463,-48.635078624059766,-0.921402998248223
Омская область,2011,9,12.697082,12.454593523578373,63.48541,-51.03081647642163,-77.29886288681679,-1.3192715702118905
Омская область,2011,10,5.4004273,40.77869205756816,27.0021365,13.776555557568159,-39.10454405118663,-0.7891141090422633
Омская область,2011,11,-8.918312,52.78687827512176,0.0,52.78687827512176,15.532617356268275,-0.03072124695331368
Омская область,2011,12,-14.174135,14.91021468844302,0.0,14.91021468844302,81.47364852113292,0.8845753399479755
Омская область,2012,1,-19.192133,3.3594673128125674,0.0,3.3594673128125674,71.05656027637733,0.7399806142143762
Омская область,2012,2,-16.560076,2.8533018881272887,0.0,2.8533018881272887,21.122983889382862,0.04687601406758134
Омская область,2012,3,-5.1182804,30.84302038233913,0.0,30.84302038233913,37.05578958327897,0.26803183183033
Омская область,2012,4,6.871985,31.06132599943412,34.359925,-3.2985990005658756,30.397723269900528,0.17561432994502646
Омская область,2012,5,11.151339,51.091552935198635,55.756695,-4.6651420648013655,22.879279316971875,0.07125432878400488
Омская область,2012,6,20.752512,79.49658599442351,103.76256,-24.26597400557648,-32.22971507094374,-0.6936878260438374
Омская область,2012,7,22.594172,38.681109990389224,112.97086,-74.28975000961077,-103.22086607998864,-1.679082762563954
Омская область,2012,8,17.332264,39.472811120534374,86.66131999999999,-47.188508879465616,-145.7442328946529,-2.2693297123227905
Омская область,2012,9,11.83255,53.22666316332217,59.162749999999996,-5.936086836677823,-127.41434572575423,-2.014901128668519
Омская область,2012,10,3.7821462,40.854031808659464,18.910731000000002,21.943300808659462,-31.181294907484006,-0.6791351965155856
Омская область,2012,11,-7.204787,53.82554577496237,0.0,53.82554577496237,69.83275974694398,0.7229936119208
Омская область,2012,12,-22.717024,15.226909346923144,0.0,15.226909346923144,90.99575593054496,1.016747255642649
Омская область,2013,1,-17.643394,33.034396642577384,0.0,33.034396642577384,102.08685176446286,1.170697565221509
Омская область,2013,2,-12.683767,18.919215173124076,0.0,18.919215173124076,67.18052116262459,0.6861791296327381
Омская область,2013,3,-8.489438,49.43162451589298,0.0,49.43162451589298,101.38523633159443,1.1609587698208703
Омская область,2013,4,3.7380843,37.12394470583179,18.6904215,18.43352320583179,86.78436289484884,0.9582908802481677
Омская область,2013,5,8.344605,77.20680227798378,41.723025,35.48377727798378,103.34892499970853,1.1882158130291856
Омская область,2013,6,15.361035,34.23559080162448,76.80517499999999,-42.56958419837551,11.347716285440043,-0.08880989978423266
Омская область,2013,7,19.156599,87.89958560657121,95.782995,-7.883409393428792,-14.969216313820539,-0.45410292235754635
Омская область,2013,8,16.94252,65.22896056668368,84.7126,-19.483639433316313,-69.93663302512064,-1.2170799037281583
Омская область,2013,9,10.08935,27.13178178150497,50.446749999999994,-23.314968218495025,-50.68201704524015,-0.9498155923100188
Омская область,2013,10,1.7058312,39.13481774438403,8.529156,30.60566174438403,-12.19294590742733,-0.41556681240601234
Омская область,2013,11,-0.24975793,46.31558270333056,0.0,46.31558270333056,53.606276229219546,0.49776138975475037
Омская область,2013,12,-8.806642,40.384176834555205,0.0,40.384176834555205,117.30542128226978,1.3819394049546845
Омская область,2014,1,-17.462538,33.5085216506929,0.0,33.5085216506929,120.20828118857864,1.4222326444985758
Омская область,2014,2,-19.67516,19.66482596417625,0.0,19.66482596417625,93.55752444942432,1.0523059653009659
Омская область,2014,3,-2.6953218,37.67194015660626,0.0,37.67194015660626,90.8452877714754,1.0146586775600686
Омская область,2014,4,3.2820985,35.971686067338474,16.4104925,19.561193567338474,76.89795968812096,0.8210623451161669
Омская область,2014,5,11.067891,34.14453699542377,55.339455,-21.19491800457623,36.038215719368495,0.25390736534710817
