region,year,production,temp,rain
Удмуртская Республика,2019,625900.0,-0.5274461,7289428.5
Удмуртская Республика,2020,647700.0,0.5139246,7293646.0
Удмуртская Республика,2021,484700.0,-1.2903502,7320562.0
Удмуртская Республика,2022,889100.0,-0.53778017,6166387.5
Удмуртская Республика,2023,591600.0,-0.5185255,3924516.2
Ульяновская область,2006,724430.0000000001,-1.9087557,7239684.5
Ульяновская область,2007,763410.0,-0.49195853,7451264.0
Ульяновская область,2008,1128670.0,-0.84385645,7355052.0
Ульяновская область,2009,1144326.6,-1.9351369,6995376.5
Ульяновская область,2010,272900.0,-2.0153794,7153761.0
Ульяновская область,2011,1297700.0,-1.0723796,6894304.5
Ульяновская область,2012,651100.0,-1.4247705,7140261.0
Ульяновская область,2013,903400.0,-1.2187916,7337171.5
Ульяновская область,2014,1064300.0,-1.4437773,7092941.0
Ульяновская область,2015,859600.0,-0.69652283,7325095.0
Ульяновская область,2016,1187100.0,-0.78395724,7326448.0
Ульяновская область,2017,1549400.0,-0.7078007,7366581.5
Ульяновская область,2018,1167600.0,-1.1319901,7061673.5
Ульяновская область,2019,1176400.0,-0.5274461,7289428.5
Ульяновская область,2020,2015800.0,0.5139246,7293646.0
Ульяновская область,2021,1169900.0,-1.2903502,7320562.0
Ульяновская область,2022,2113700.0,-0.53778017,6166387.5
Ульяновская область,2023,1861900.0,-0.5185255,3924516.2
Хабаровский край,2006,17860.0,-1.9087557,7239684.5
Хабаровский край,2007,22730.0,-0.49195853,7451264.0
Хабаровский край,2008,26620.0,-0.84385645,7355052.0
Хабаровский край,2009,17064.500000000004,-1.9351369,6995376.5
Хабаровский край,2010,5600.0,-2.0153794,7153761.0
Хабаровский край,2011,10400.0,-1.0723796,6894304.5
Хабаровский край,2012,13700.0,-1.4247705,7140261.0
Хабаровский край,2013,9600.0,-1.2187916,7337171.5
Хабаровский край,2014,19300.0,-1.4437773,7092941.0
Хабаровский край,2015,15000.0,-0.69652283,7325095.0
Хабаровский край,2016,11900.0,-0.78395724,7326448.0
Хабаровский край,2017,16800.0,-0.7078007,7366581.5
Хабаровский край,2018,19100.0,-1.1319901,7061673.5
Хабаровский край,2019,9300.0,-0.5274461,7289428.5
Хабаровский край,2020,16700.0,0.5139246,7293646.0
Хабаровский край,2021,16400.0,-1.2903502,7320562.0
Хабаровский край,2022,16400.0,-0.53778017,6166387.5
Хабаровский край,2023,14600.0,-0.5185255,3924516.2
Челябинская область,2006,2114650.0,-1.9087557,7239684.5
Челябинская область,2007,1880100.0,-0.49195853,7451264.0
Челябинская область,2008,1688020.0,-0.84385645,7355052.0
Челябинская область,2009,1453455.6,-1.9351369,6995376.5
Челябинская область,2010,691800.0,-2.0153794,7153761.0
Челябинская область,2011,2218900.0,-1.0723796,6894304.5
Челябинская область,2012,688700.0,-1.4247705,7140261.0
Челябинская область,2013,1031400.0,-1.2187916,7337171.5
Челябинская область,2014,1139500.0,-1.4437773,7092941.0
Челябинская область,2015,1697900.0,-0.69652283,7325095.0
Челябинская область,2016,1947700.0,-0.78395724,7326448.0
Челябинская область,2017,2307300.0,-0.7078007,7366581.5
Челябинская область,2018,1850300.0,-1.1319901,7061673.5
Челябинская область,2019,1777600.0,-0.5274461,7289428.5
Челябинская область,2020,1008100.0,0.5139246,7293646.0
Челябинская область,2021,1085400.0,-1.2903502,7320562.0
Челябинская область,2022,2201700.0,-0.53778017,6166387.5
Челябинская область,2023,2089500.0,-0.5185255,3924516.2
Чеченская Республика,2006,129040.0,-1.9087557,7239684.5
Чеченская Республика,2007,131520.0,-0.49195853,7451264.0
Чеченская Республика,2008,182340.0,-0.84385645,7355052.0
Чеченская Республика,2009,172124.9,-1.9351369,6995376.5
Чеченская Республика,2010,125500.0,-2.0153794,7153761.0
Чеченская Республика,2011,185000.0,-1.0723796,6894304.5
Чеченская Республика,2012,91900.0,-1.4247705,7140261.0
Чеченская Республика,2013,193900.0,-1.2187916,7337171.5
Чеченская Республика,2014,159500.0,-1.4437773,7092941.0
Чеченская Республика,2015,217800.0,-0.69652283,7325095.0
Чеченская Республика,2016,306500.0,-0.78395724,7326448.0
Чеченская Республика,2017,424100.0,-0.7078007,7366581.5
Чеченская Республика,2018,268400.0,-1.1319901,7061673.5
Чеченская Республика,2019,177700.0,-0.5274461,7289428.5
Чеченская Республика,2020,461200.0,0.5139246,7293646.0
Чеченская Республика,2021,498900.0,-1.2903502,7320562.0
Чеченская Республика,2022,517000.0,-0.53778017,6166387.5
Чеченская Республика,2023,520100.0,-0.5185255,3924516.2
Чувашская Республика,2006,426030.00000000006,-1.9087557,7239684.5
Чувашская Республика,2007,371260.0,-0.49195853,7451264.0
Чувашская Республика,2008,522770.0,-0.84385645,7355052.0
Чувашская Республика,2009,573014.7,-1.9351369,6995376.5
Чувашская Республика,2010,127700.0,-2.0153794,7153761.0
Чувашская Республика,2011,555400.0,-1.0723796,6894304.5
Чувашская Республика,2012,411900.0,-1.4247705,7140261.0
Чувашская Республика,2013,396200.0,-1.2187916,7337171.5
Чувашская Республика,2014,554200.0,-1.4437773,7092941.0
Чувашская Республика,2015,555800.0,-0.69652283,7325095.0
Чувашская Республика,2016,609200.0,-0.78395724,7326448.0
Чувашская Республика,2017,698700.0,-0.7078007,7366581.5
Чувашская Республика,2018,632700.0,-1.1319901,7061673.5
Чувашская Республика,2019,724900.0,-0.5274461,7289428.5
Чувашская Республика,2020,940500.0,0.5139246,7293646.0
Чувашская Республика,2021,555500.0,-1.2903502,7320562.0
Чувашская Республика,2022,1008500.0,-0.53778017,6166387.5
Чувашская Республика,2023,968600.0,-0.5185255,3924516.2
Ярославская область,2006,81260.0,-1.9087557,7239684.5
Ярославская область,2007,91030.0,-0.49195853,7451264.0
Ярославская область,2008,102820.0,-0.84385645,7355052.0
Ярославская область,2009,102787.6,-1.9351369,6995376.5
Ярославская область,2010,51000.0,-2.0153794,7153761.0
Ярославская область,2011,78600.0,-1.0723796,6894304.5
Ярославская область,2012,78600.0,-1.4247705,7140261.0
Ярославская область,2013,60600.0,-1.2187916,7337171.5
Ярославская область,2014,97100.0,-1.4437773,7092941.0
Ярославская область,2015,93900.0,-0.69652283,7325095.0
Ярославская область,2016,85000.0,-0.78395724,7326448.0
Ярославская область,2017,79800.0,-0.7078007,7366581.5
Ярославская область,2018,78300.0,-1.1319901,7061673.5
Ярославская область,2019,93400.0,-0.5274461,7289428.5
Ярославская область,2020,84800.0,0.5139246,7293646.0
Ярославская область,2021,51600.0,-1.2903502,7320562.0
Ярославская область,2022,108000.0,-0.53778017,6166387.5
Ярославская область,2023,136600.0,-0.5185255,3924516.2
