region,year,area_total,level,drop_flag,region_type
Тульская область,2014,474.651,region,False,oblast
Тульская область,2015,527.691,region,False,oblast
Тульская область,2016,570.548,region,False,oblast
Тульская область,2017,590.755,region,False,oblast
Тульская область,2018,546.394,region,False,oblast
Тульская область,2019,588.842,region,False,oblast
Тульская область,2020,637.558,region,False,oblast
Тульская область,2021,620.405,region,False,oblast
Тульская область,2022,611.61331,region,False,oblast
Тульская область,2023,606.39708,region,False,oblast
Тюменская область,2007,612.557,region,False,oblast
Тюменская область,2008,689.245,region,False,oblast
Тюменская область,2009,720.2969999999999,region,False,oblast
Тюменская область,2010,708.0160000000001,region,False,oblast
Тюменская область,2011,717.0060000000001,region,False,oblast
Тюменская область,2012,700.206,region,False,oblast
Тюменская область,2013,694.575,region,False,oblast
Тюменская область,2014,698.462,region,False,oblast
Тюменская область,2015,693.075,region,False,oblast
Тюменская область,2016,696.206,region,False,oblast
Тюменская область,2017,686.788,region,False,oblast
Тюменская область,2018,672.178,region,False,oblast
Тюменская область,2019,662.811,region,False,oblast
Тюменская область,2020,683.774,region,False,oblast
Тюменская область,2021,692.665,region,False,oblast
Тюменская область,2022,712.35745,region,False,oblast
Тюменская область,2023,729.14642,region,False,oblast
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2022,712.35745,region,False,oblast
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2023,729.14642,region,False,oblast
Удмуртская Республика,2007,417.242,region,False,republic
Удмуртская Республика,2008,427.146,region,False,republic
Удмуртская Республика,2009,406.446,region,False,republic
Удмуртская Республика,2010,415.719,region,False,republic
Удмуртская Республика,2011,375.208,region,False,republic
Удмуртская Республика,2012,352.521,region,False,republic
Удмуртская Республика,2013,425.968,region,False,republic
Удмуртская Республика,2014,358.132,region,False,republic
Удмуртская Республика,2015,369.0820000000001,region,False,republic
Удмуртская Республика,2016,362.193,region,False,republic
Удмуртская Республика,2017,353.902,region,False,republic
Удмуртская Республика,2018,345.954,region,False,republic
Удмуртская Республика,2019,328.313,region,False,republic
Удмуртская Республика,2020,320.451,region,False,republic
Удмуртская Республика,2021,333.838,region,False,republic
Удмуртская Республика,2022,350.40059,region,False,republic
Удмуртская Республика,2023,321.9406,region,False,republic
Ульяновская область,2007,450.726,region,False,oblast
Ульяновская область,2008,576.527,region,False,oblast
Ульяновская область,2009,670.17,region,False,oblast
Ульяновская область,2010,595.654,region,False,oblast
Ульяновская область,2011,590.1400000000001,region,False,oblast
Ульяновская область,2012,566.932,region,False,oblast
Ульяновская область,2013,580.875,region,False,oblast
Ульяновская область,2014,548.175,region,False,oblast
Ульяновская область,2015,579.212,region,False,oblast
Ульяновская область,2016,557.1,region,False,oblast
Ульяновская область,2017,586.946,region,False,oblast
Ульяновская область,2018,606.574,region,False,oblast
Ульяновская область,2019,641.814,region,False,oblast
Ульяновская область,2020,650.261,region,False,oblast
Ульяновская область,2021,655.66,region,False,oblast
Ульяновская область,2022,631.819,region,False,oblast
Ульяновская область,2023,649.03827,region,False,oblast
Хабаровский край,2007,13.508,region,False,krai
Хабаровский край,2008,13.63,region,False,krai
Хабаровский край,2009,14.772,region,False,krai
Хабаровский край,2010,6.028,region,False,krai
Хабаровский край,2011,8.279,region,False,krai
Хабаровский край,2012,8.804,region,False,krai
Хабаровский край,2013,8.530999999999999,region,False,krai
Хабаровский край,2014,9.450999999999999,region,False,krai
Хабаровский край,2015,8.640999999999998,region,False,krai
Хабаровский край,2016,9.112,region,False,krai
Хабаровский край,2017,8.541,region,False,krai
Хабаровский край,2018,10.057,region,False,krai
Хабаровский край,2019,9.209,region,False,krai
Хабаровский край,2020,10.011,region,False,krai
Хабаровский край,2021,8.948,region,False,krai
Хабаровский край,2022,9.08162,region,False,krai
Хабаровский край,2023,8.43316,region,False,krai
Ханты-Мансийский автономный округ,2007,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2008,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2009,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2010,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2011,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2012,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2013,0.13,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2014,0.136,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2015,0.0,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2016,0.007,region,False,autonomous_okrug
Ханты-Мансийский автономный округ,2017,0.0,region,False,autonomous_okrug
Челябинская область,2007,1374.137,region,False,oblast
Челябинская область,2008,1397.834,region,False,oblast
Челябинская область,2009,1475.337,region,False,oblast
Челябинская область,2010,1470.893,region,False,oblast
Челябинская область,2011,1441.051,region,False,oblast
Челябинская область,2012,1409.438,region,False,oblast
Челябинская область,2013,1413.163,region,False,oblast
Челябинская область,2014,1381.157,region,False,oblast
Челябинская область,2015,1277.853,region,False,oblast
Челябинская область,2016,1353.358,region,False,oblast
Челябинская область,2017,1406.103,region,False,oblast
Челябинская область,2018,1392.016,region,False,oblast
Челябинская область,2019,1410.142,region,False,oblast
Челябинская область,2020,1433.349,region,False,oblast
Челябинская область,2021,1328.618,region,False,oblast
Челябинская область,2022,1335.52497,region,False,oblast
Челябинская область,2023,1434.46029,region,False,oblast
Чеченская Республика,2007,95.774,region,False,republic
Чеченская Республика,2008,118.273,region,False,republic
Чеченская Республика,2009,126.139,region,False,republic
Чеченская Республика,2010,100.939,region,False,republic
Чеченская Республика,2011,101.259,region,False,republic
Чеченская Республика,2012,98.29299999999999,region,False,republic
Чеченская Республика,2013,110.528,region,False,republic
Чеченская Республика,2014,136.961,region,False,republic
Чеченская Республика,2015,116.152,region,False,republic
Чеченская Республика,2016,147.614,region,False,republic
Чеченская Республика,2017,166.221,region,False,republic
Чеченская Республика,2018,171.788,region,False,republic
Чеченская Республика,2019,179.161,region,False,republic
Чеченская Республика,2020,196.624,region,False,republic
Чеченская Республика,2021,211.759,region,False,republic
Чеченская Республика,2022,183.423,region,False,republic
Чеченская Республика,2023,193.3523,region,False,republic
Чувашская Республика,2007,200.748,region,False,republic
Чувашская Республика,2008,239.275,region,False,republic
Чувашская Республика,2009,250.961,region,False,republic
Чувашская Республика,2010,254.877,region,False,republic
Чувашская Республика,2011,256.008,region,False,republic
Чувашская Республика,2012,229.843,region,False,republic
Чувашская Республика,2013,258.608,region,False,republic
Чувашская Республика,2014,266.99,region,False,republic
Чувашская Республика,2015,284.892,region,False,republic
Чувашская Республика,2016,290.623,region,False,republic
Чувашская Республика,2017,287.748,region,False,republic
Чувашская Республика,2018,278.089,region,False,republic
Чувашская Республика,2019,268.697,region,False,republic
Чувашская Республика,2020,293.314,region,False,republic
Чувашская Республика,2021,301.265,region,False,republic
Чувашская Республика - Чувашия,2022,310.72821,region,False,republic
Чувашская Республика - Чувашия,2023,297.66297,region,False,republic
Ямало-Ненецкий автономный округ,2007,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2008,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2009,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2010,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2011,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2012,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2013,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2014,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2015,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2016,0.0,region,False,autonomous_okrug
Ямало-Ненецкий автономный округ,2017,0.002,region,False,autonomous_okrug
Ярославская область,2007,53.358,region,False,oblast
Ярославская область,2008,61.85,region,False,oblast
Ярославская область,2009,55.551,region,False,oblast
Ярославская область,2010,47.763,region,False,oblast
Ярославская область,2011,49.489,region,False,oblast
Ярославская область,2012,46.56,region,False,oblast
Ярославская область,2013,45.7,region,False,oblast
Ярославская область,2014,47.038,region,False,oblast
Ярославская область,2015,46.193,region,False,oblast
Ярославская область,2016,49.058,region,False,oblast
Ярославская область,2017,48.259,region,False,oblast
Ярославская область,2018,44.687,region,False,oblast
Ярославская область,2019,45.886,region,False,oblast
Ярославская область,2020,43.394,region,False,oblast
Ярославская область,2021,38.661,region,False,oblast
Ярославская область,2022,43.52596,region,False,oblast
Ярославская область,2023,45.779,region,False,oblast
г. Москва,2007,0.0,region,False,federal_city
г. Москва,2008,0.0,region,False,federal_city
г. Москва,2009,0.0,region,False,federal_city
г. Москва,2010,0.0,region,False,federal_city
г. Москва,2011,0.0,region,False,federal_city
г. Москва,2012,1.86,region,False,federal_city
г. Москва,2013,2.79,region,False,federal_city
г. Москва,2014,2.046,region,False,federal_city
г. Москва,2015,3.353,region,False,federal_city
г. Москва,2016,3.324,region,False,federal_city
г. Москва,2017,2.424,region,False,federal_city
г. Москва,2018,0.62,region,False,federal_city
г. Москва,2019,999999999.0,region,False,federal_city
г. Москва,2020,999999999.0,region,False,federal_city
г. Москва,2021,0.072,region,False,federal_city
г. Москва,2022,0.14259,region,False,federal_city
г. Москва,2023,0.01206,region,False,federal_city
г. Севастополь,2007,0.0,region,False,federal_city
г. Севастополь,2008,0.0,region,False,federal_city
г. Севастополь,2009,0.0,region,False,federal_city
г. Севастополь,2010,0.0,region,False,federal_city
г. Севастополь,2011,0.0,region,False,federal_city
г. Севастополь,2012,0.0,region,False,federal_city
г. Севастополь,2013,0.0,region,False,federal_city
г. Севастополь,2014,0.43,region,False,federal_city
г. Севастополь,2015,0.578,region,False,federal_city
г. Севастополь,2016,0.57,region,False,federal_city
г. Севастополь,2017,0.651,region,False,federal_city
г. Севастополь,2018,0.574,region,False,federal_city
г. Севастополь,2019,0.47,region,False,federal_city
г. Севастополь,2020,0.373,region,False,federal_city
г. Севастополь,2021,0.617,region,False,federal_city
г. Севастополь,2022,0.4531,region,False,federal_city
