region_std,year,month,temp_c,prec_mm
Брянская область,2018,8,20.267797,17.47154050655824
Брянская область,2018,9,16.311203,38.74120905027761
Брянская область,2018,10,8.030793,37.55628719345316
Брянская область,2018,11,-0.76766574,14.205917851491408
Брянская область,2018,12,-4.353519,56.33112466825551
Брянская область,2019,1,-6.2033134,54.9995120802483
Брянская область,2019,2,-2.0032926,35.277733372919485
Брянская область,2019,3,1.4589401,48.06573781306609
Брянская область,2019,4,8.30183,18.573230982987912
Брянская область,2019,5,15.996785,85.26412989024992
Брянская область,2019,6,21.669489,47.75655430245709
Брянская область,2019,7,17.513206,81.55427615260665
Брянская область,2019,8,17.656073,46.141509870172065
Брянская область,2019,9,13.423344,52.307804327506524
Брянская область,2019,10,9.313776,25.127849012871327
Брянская область,2019,11,2.9708333,32.948868460469434
Брянская область,2019,12,1.1435405,39.67634914679961
Брянская область,2020,1,-0.13022684,46.65516642910062
Брянская область,2020,2,0.1668573,48.922569732903405
Брянская область,2020,3,4.1248183,35.19111920048148
Брянская область,2020,4,6.4742303,27.80739363524821
Брянская область,2020,5,11.459619,109.28720764938372
Брянская область,2020,6,20.414803,75.32219511347931
Брянская область,2020,7,19.37162,80.51085877005671
Брянская область,2020,8,18.479713,62.68589308690199
Брянская область,2020,9,15.724206,37.41703682905668
Брянская область,2020,10,10.865036,60.0579118677032
Брянская область,2020,11,2.3378005,61.575092704265145
Брянская область,2020,12,-2.7112045,45.82027020315071
Брянская область,2021,1,-4.868284,64.30689934631447
Брянская область,2021,2,-10.000587,66.15193336660212
Брянская область,2021,3,-1.1403527,34.56700700960118
Брянская область,2021,4,6.654466,60.56526052487361
Брянская область,2021,5,12.883468,119.5197950854446
Брянская область,2021,6,19.40185,65.28417513742076
Брянская область,2021,7,22.555424,64.25094657878338
Брянская область,2021,8,19.805052,86.91955564471034
Брянская область,2021,9,10.831628,117.31816570480149
Брянская область,2021,10,6.3803763,33.37160073369096
Брянская область,2021,11,2.610205,50.3113430970675
Брянская область,2021,12,-4.034354,58.96579183309109
Брянская область,2022,1,-4.526958,83.96526542886511
Брянская область,2022,2,-1.7323778,35.68014592112917
Брянская область,2022,3,-1.2876526,16.526171708003783
Брянская область,2022,4,5.980054,158.74949207553615
Брянская область,2022,5,11.104363,68.52111464274394
Брянская область,2022,6,19.217918,60.89463466947729
Брянская область,2022,7,18.9773,133.7450394996833
Брянская область,2022,8,21.055325,37.334946201090176
Брянская область,2022,9,10.667992,54.38861995548397
Брянская область,2022,10,7.8704863,38.90084882732078
Брянская область,2022,11,0.9762012,32.86916235824684
Брянская область,2022,12,-2.6608105,48.7569553382469
Брянская область,2023,1,-3.1132815,15.725581382840742
Брянская область,2023,2,-4.05579,25.527771469318505
Брянская область,2023,3,1.9097109,39.29354675352831
Брянская область,2023,4,9.525012,15.286745833499092
Брянская область,2023,5,13.287523,7.1324505343291404
Брянская область,2023,6,17.860502,38.39207237030004
Брянская область,2023,7,19.05614,54.74445234774511
Брянская область,2023,8,20.555952,41.92988757447247
Брянская область,2023,9,15.730176,6.348422165814933
Брянская область,2023,10,7.865323,61.56768070748358
Брянская область,2023,11,1.7793381,59.888593059081536
Брянская область,2023,12,-2.292356,50.909695803861084
Владимирская область,2007,1,-3.0452247,66.95852938695596
Владимирская область,2007,2,-12.797807,49.97883885411116
Владимирская область,2007,3,2.358415,28.68120578232293
Владимирская область,2007,4,5.028041,33.483273269465336
Владимирская область,2007,5,15.483893,43.287838322611954
Владимирская область,2007,6,16.597456,41.70870098786858
Владимирская область,2007,7,19.113594,85.03328437931262
Владимирская область,2007,8,21.201054,51.7651630258904
Владимирская область,2007,9,12.043258,87.82359154178546
Владимирская область,2007,10,6.9823704,64.14586544352082
Владимирская область,2007,11,-2.8656077,75.13203658736668
Владимирская область,2007,12,-4.7999125,26.34864271389177
Владимирская область,2008,1,-8.333273,32.07351228709404
Владимирская область,2008,2,-2.867157,47.486242710397796
Владимирская область,2008,3,0.28439566,82.60464262990997
Владимирская область,2008,4,8.672103,44.15929986593815
Владимирская область,2008,5,10.995951,92.90175097493025
Владимирская область,2008,6,15.180319,79.34221060230182
Владимирская область,2008,7,19.150797,143.01752565858456
Владимирская область,2008,8,17.854143,111.14413733493824
Владимирская область,2008,9,10.745091,53.6882415213264
Владимирская область,2008,10,8.503013,49.74686541866798
Владимирская область,2008,11,1.6052551,45.814619021346935
Владимирская область,2008,12,-2.7460186,40.016416652844505
Владимирская область,2009,1,-7.338353,36.909642866024605
Владимирская область,2009,2,-6.0969543,36.881921514868736
Владимирская область,2009,3,-2.6484258,41.76858388002102
Владимирская область,2009,4,2.6895094,28.941120796192152
Владимирская область,2009,5,13.442108,38.72892681738505
Владимирская область,2009,6,18.09218,53.90592719786442
Владимирская область,2009,7,18.915134,107.0879496381833
Владимирская область,2009,8,16.259016,66.17729733024652
Владимирская область,2009,9,14.216541,35.24189110702047
Владимирская область,2009,10,5.5649533,108.99117917510179
Владимирская область,2009,11,0.58616054,57.19497427630883
Владимирская область,2009,12,-7.500798,43.54545060287301
Владимирская область,2010,1,-15.785114,26.21306531604093
Владимирская область,2010,2,-10.4808655,39.44831174841294
Владимирская область,2010,3,-3.2793696,25.737106829881668
Владимирская область,2010,4,6.7851257,29.47779005393386
Владимирская область,2010,5,16.552896,82.23138811066747
Владимирская область,2010,6,18.670826,55.912475605996754
Владимирская область,2010,7,25.887722,9.915374182164669
Владимирская область,2010,8,21.992184,76.02953680088886
Владимирская область,2010,9,12.309493,53.99055361747742
Владимирская область,2010,10,3.4393568,43.05557280807541
Владимирская область,2010,11,1.4663813,63.855708247193924
Владимирская область,2010,12,-8.833536,92.89672431177817
Владимирская область,2011,1,-9.235356,39.23658701605522
Владимирская область,2011,2,-13.424371,24.46894180946625
Владимирская область,2011,3,-3.920929,38.90956819931475
Владимирская область,2011,4,3.805603,42.90061677018037
Владимирская область,2011,5,13.630284,33.13799034976042
Владимирская область,2011,6,17.67553,52.52154702750536
Владимирская область,2011,7,22.69475,78.78576788019676
Владимирская область,2011,8,19.013079,33.24422019641273
Владимирская область,2011,9,11.883843,84.15254714397284
Владимирская область,2011,10,6.3200965,50.64931172848894
Владимирская область,2011,11,-1.7432415,55.56044994351956
Владимирская область,2011,12,-1.8930265,70.98420733041488
Владимирская область,2012,1,-8.741565,59.443261151130386
Владимирская область,2012,2,-13.0413,28.742458514152812
Владимирская область,2012,3,-4.496575,50.896507982737745
Владимирская область,2012,4,6.943282,80.62841761570711
Владимирская область,2012,5,14.889237,47.60295385781389
Владимирская область,2012,6,17.118452,74.63876824826002
Владимирская область,2012,7,20.515379,45.466619339843206
Владимирская область,2012,8,17.77444,108.25820605170269
Владимирская область,2012,9,12.926037,74.20534377487806
Владимирская область,2012,10,6.770984,108.80165923673373
Владимирская область,2012,11,0.598607,73.79235863685608
Владимирская область,2012,12,-10.217208,51.79520171107008
Владимирская область,2013,1,-9.489738,37.79110192220945
Владимирская область,2013,2,-4.9243984,37.500713816055885
Владимирская область,2013,3,-7.737671,77.34862568802558
Владимирская область,2013,4,4.152236,33.82977230904194
Владимирская область,2013,5,15.810502,61.7631511120842
Владимирская область,2013,6,19.436079,51.75169694595612
Владимирская область,2013,7,19.356485,96.0701089317982
Владимирская область,2013,8,18.45624,74.03236781748441
Владимирская область,2013,9,10.524116,162.62210671718304
Владимирская область,2013,10,5.761735,47.9361539778228
Владимирская область,2013,11,3.0082586,53.24029933374662
Владимирская область,2013,12,-2.9319904,63.40487988035266
Владимирская область,2014,1,-10.1232605,37.03950687068013
Владимирская область,2014,2,-3.8618188,25.593599932698105
Владимирская область,2014,3,0.6919908,24.597991796067127
Владимирская область,2014,4,5.8286533,23.44338667507355
Владимирская область,2014,5,15.814272,49.06054805305142
Владимирская область,2014,6,16.246542,128.46873972278374
Владимирская область,2014,7,19.93671,22.88555444920292
Владимирская область,2014,8,19.310207,65.1638733578416
Владимирская область,2014,9,12.58433,38.60537475977953
Владимирская область,2014,10,2.4200933,54.006602778457676
Владимирская область,2014,11,-1.9613624,21.622481720092203
Владимирская область,2014,12,-4.4831095,61.703260506001804
Владимирская область,2015,1,-6.8272495,48.507650488844284
Владимирская область,2015,2,-3.7266493,39.79268143154108
Владимирская область,2015,3,-0.8360619,7.805751439685432
Владимирская область,2015,4,4.8340125,64.92736494025358
Владимирская область,2015,5,14.330433,72.01272256529101
Владимирская область,2015,6,17.896816,100.63037608678525
Владимирская область,2015,7,17.963337,49.810869209468365
Владимирская область,2015,8,16.904488,39.36538086158152
Владимирская область,2015,9,14.403933,43.96535550459073
Владимирская область,2015,10,3.3339539,36.0887678840126
Владимирская область,2015,11,-0.6041964,45.481714259546536
Владимирская область,2015,12,-1.1948876,57.8245091770704
Владимирская область,2016,1,-10.796922,89.25166414735409
Владимирская область,2016,2,-1.9740859,54.15884477473222
Владимирская область,2016,3,-1.6920425,42.94268262386322
Владимирская область,2016,4,7.038318,47.417634808673306
Владимирская область,2016,5,14.343574,62.05570192147906
Владимирская область,2016,6,17.438961,78.34868541130653
Владимирская область,2016,7,21.373331,59.18852472448578
Владимирская область,2016,8,20.113304,100.2731291058545
Владимирская область,2016,9,10.810277,66.53311346872495
Владимирская область,2016,10,4.162964,22.99371030468207
Владимирская область,2016,11,-3.5806603,71.36774656864313
Владимирская область,2016,12,-6.0614038,43.906073588877916
Владимирская область,2017,1,-9.82732,37.855619607923124
Владимирская область,2017,2,-6.2593784,42.60050293803215
Владимирская область,2017,3,0.4895794,57.59591942051282
Владимирская область,2017,4,4.930591,53.894608241434284
Владимирская область,2017,5,10.149078,71.62001769789137
Владимирская область,2017,6,14.192836,85.35012415395333
Владимирская область,2017,7,17.939186,113.70055121183395
Владимирская область,2017,8,18.611368,40.61688151669044
Владимирская область,2017,9,12.830522,52.7710370060343
Владимирская область,2017,10,4.586588,85.11085679382086
Владимирская область,2017,11,-1.3651663,58.9111155214218
Владимирская область,2017,12,-1.3253198,90.80642245767208
Владимирская область,2018,1,-5.9715037,42.88908183603333
Владимирская область,2018,2,-10.730018,45.01580593677667
Владимирская область,2018,3,-7.7528663,28.02939576856219
Владимирская область,2018,4,5.7853603,48.66228679624888
Владимирская область,2018,5,15.008895,21.82570148517306
Владимирская область,2018,6,17.246168,40.69192135849824
Владимирская область,2018,7,20.730604,79.16047477063078
Владимирская область,2018,8,20.060242,30.47760430508508
Владимирская область,2018,9,14.71556,52.91422211779998
Владимирская область,2018,10,6.7028174,48.38986463586871
Владимирская область,2018,11,-1.4011066,24.118663846300198
Владимирская область,2018,12,-6.990739,45.82958366177403
Владимирская область,2019,1,-8.217729,51.673415972063175
Владимирская область,2019,2,-3.103802,54.16781994241934
Владимирская область,2019,3,-1.2791818,36.08893640625935
Владимирская область,2019,4,5.7685337,28.536099269986153
Владимирская область,2019,5,15.768632,49.1468655111698
Владимирская область,2019,6,19.037455,59.693954948049324
Владимирская область,2019,7,16.480913,96.80412958390437
Владимирская область,2019,8,15.709123,89.8581471489026
Владимирская область,2019,9,11.5857525,44.39412296678011
Владимирская область,2019,10,7.729626,97.78509411330407
Владимирская область,2019,11,0.5888695,37.15323896792073
Владимирская область,2019,12,-0.76197934,39.55491771391378
Владимирская область,2020,1,-1.2032142,50.01771341780057
Владимирская область,2020,2,-2.446958,43.507922381449205
Владимирская область,2020,3,2.7785738,45.717534787379776
Владимирская область,2020,4,3.9590971,55.85421310881009
Владимирская область,2020,5,11.58525,93.51127193409663
Владимирская область,2020,6,17.776628,48.46574901818083
Владимирская область,2020,7,19.662266,93.79558860109402
Владимирская область,2020,8,17.058567,43.51000811933325
Владимирская область,2020,9,13.760763,40.71050354781059
Владимирская область,2020,10,8.24734,39.68436622046507
Владимирская область,2020,11,0.68174624,40.0274714999474
Владимирская область,2020,12,-6.800387,25.61679645226552
Владимирская область,2021,1,-7.1900916,71.29161816778091
Владимирская область,2021,2,-14.094222,61.393763488301865
Владимирская область,2021,3,-3.8032672,33.279896315187216
Владимирская область,2021,4,5.8225403,87.24950914772657
Владимирская область,2021,5,14.330358,67.92226231785921
Владимирская область,2021,6,20.330257,52.17907211814936
Владимирская область,2021,7,22.393202,30.678324370286784
Владимирская область,2021,8,20.661633,62.7354290683109
Владимирская область,2021,9,9.853795,75.920695994909
Владимирская область,2021,10,5.9628553,33.185462765968765
Владимирская область,2021,11,1.2349689,77.90448469038193
Владимирская область,2021,12,-8.353312,76.98097956037292
Владимирская область,2022,1,-7.5552673,60.040170466957186
Владимирская область,2022,2,-2.814648,30.470846563577652
Владимирская область,2022,3,-3.6551936,21.05464724207727
Владимирская область,2022,4,4.8851976,67.42298744332332
Владимирская область,2022,5,9.356228,82.21915844398049
Владимирская область,2022,6,17.828217,34.07589910265345
Владимирская область,2022,7,21.208006,39.32136425963388
Владимирская область,2022,8,22.194447,18.328828618575173
Владимирская область,2022,9,10.749876,44.68088499915142
Владимирская область,2022,10,6.8582973,24.471933762041424
Владимирская область,2022,11,-1.9401739,24.068771169449274
Владимирская область,2022,12,-5.6587243,58.006554848872696
Владимирская область,2023,1,-7.862382,14.438309110342884
Владимирская область,2023,2,-5.6937,21.55245358726153
Владимирская область,2023,3,-0.080071084,35.07766497120834
Владимирская область,2023,4,8.33366,16.415891701069015
Владимирская область,2023,5,12.976954,20.095469335452297
Владимирская область,2023,6,15.971954,26.041597719662466
Владимирская область,2023,7,18.651031,60.10923939484816
Владимирская область,2023,8,19.644495,15.299936145973893
Владимирская область,2023,9,14.712804,11.971628485390774
Владимирская область,2023,10,4.99673,61.84186199450722
Владимирская область,2023,11,-0.061082106,43.343206850381996
Владимирская область,2023,12,-6.4708414,51.355560823988455
Волгоградская область,2007,1,1.1078595,66.75514987068517
Волгоградская область,2007,2,-5.259836,30.65507581114769
Волгоградская область,2007,3,1.984259,21.068458076417446
Волгоградская область,2007,4,8.061506,39.38154226413795
Волгоградская область,2007,5,18.571678,25.344364998947295
Волгоградская область,2007,6,21.957623,50.87915281738554
Волгоградская область,2007,7,23.628078,47.67573621441211
Волгоградская область,2007,8,27.07926,10.556433181637631
Волгоградская область,2007,9,17.282858,52.791397884913856
Волгоградская область,2007,10,9.429655,27.885954987129995
Волгоградская область,2007,11,-0.85805845,38.688938301801684
Волгоградская область,2007,12,-7.079912,38.96512373238802
Волгоградская область,2008,1,-9.32398,31.472976436274394
Волгоградская область,2008,2,-4.7991614,17.97500281976802
Волгоградская область,2008,3,4.532365,45.424962280648096
Волгоградская область,2008,4,11.23168,32.11330462396145
Волгоградская область,2008,5,15.424578,61.12905328282288
Волгоградская область,2008,6,19.60532,41.763021159384934
Волгоградская область,2008,7,23.570688,54.727216507196424
Волгоградская область,2008,8,23.992262,14.005694764948316
Волгоградская область,2008,9,15.2262,34.87359046595437
Волгоградская область,2008,10,10.029441,19.45921114540526
Волгоградская область,2008,11,3.230135,24.37744665486472
Волгоградская область,2008,12,-4.0213127,13.685152881656375
Волгоградская область,2009,1,-7.2402806,27.971411913867506
Волгоградская область,2009,2,-4.043293,35.266125458478925
Волгоградская область,2009,3,0.5749702,42.70443495354482
Волгоградская область,2009,4,7.3402805,11.65806134832757
Волгоградская область,2009,5,15.512942,59.66568609799658
Волгоградская область,2009,6,23.342499,27.14891622598682
Волгоградская область,2009,7,25.929165,17.809208433851598
Волгоградская область,2009,8,20.093605,35.32426154098341
Волгоградская область,2009,9,17.632961,12.922652667122227
Волгоградская область,2009,10,10.540417,31.072150859023843
Волгоградская область,2009,11,2.0586603,23.93604146156992
Волгоградская область,2009,12,-5.3552556,64.39965504705906
Волгоградская область,2010,1,-10.768645,49.198915668640815
Волгоградская область,2010,2,-7.6304646,47.24451132774353
Волгоградская область,2010,3,-1.4801583,47.60180204553264
Волгоградская область,2010,4,8.267318,26.56424665408475
Волгоградская область,2010,5,18.15607,56.57995391909565
Волгоградская область,2010,6,25.258522,4.910309304948896
Волгоградская область,2010,7,28.666437,20.283551261909306
Волгоградская область,2010,8,27.972807,2.81613261975481
Волгоградская область,2010,9,18.332268,31.039207524061204
Волгоградская область,2010,10,6.5648994,41.35981965631247
Волгоградская область,2010,11,6.768475,54.67404824367591
Волгоградская область,2010,12,0.19510132,44.17991190007755
Волгоградская область,2011,1,-7.1929393,33.02744943908283
Волгоградская область,2011,2,-12.642298,32.0802372944355
Волгоградская область,2011,3,-3.734133,24.458726287611892
Волгоградская область,2011,4,7.529719,33.60056200580937
Волгоградская область,2011,5,17.373817,36.454990097837786
Волгоградская область,2011,6,21.93439,29.918333840157306
Волгоградская область,2011,7,27.751333,27.67076391602201
Волгоградская область,2011,8,23.411358,27.13288528376392
Волгоградская область,2011,9,15.907898,56.34558438573565
Волгоградская область,2011,10,8.683816,39.97488252154418
Волгоградская область,2011,11,-2.1619985,37.781274477073126
Волгоградская область,2011,12,-1.6513413,45.000152333783255
Волгоградская область,2012,1,-7.6097846,42.50892720656736
Волгоградская область,2012,2,-13.38678,48.10355410269329
Волгоградская область,2012,3,-3.4867272,50.25461828342506
Волгоградская область,2012,4,13.828994,18.983405242541007
Волгоградская область,2012,5,20.302341,13.657426139212081
Волгоградская область,2012,6,24.317924,28.708212786912917
Волгоградская область,2012,7,25.249788,25.691997492952005
Волгоградская область,2012,8,24.070787,36.29096096188894
Волгоградская область,2012,9,16.75816,21.309466513938137
Волгоградская область,2012,10,11.062887,43.25884488965784
Волгоградская область,2012,11,2.598063,21.699653330658162
Волгоградская область,2012,12,-5.298929,26.799517455505473
Волгоградская область,2013,1,-5.4418964,57.7890740691764
Волгоградская область,2013,2,-3.4468791,17.734108649492264
Волгоградская область,2013,3,-0.23893102,48.436768148200855
Волгоградская область,2013,4,9.993737,28.255564520614488
Волгоградская область,2013,5,20.8638,25.39132399656943
Волгоградская область,2013,6,22.515385,52.235079193966726
Волгоградская область,2013,7,23.095913,39.810150580661634
Волгоградская область,2013,8,23.006557,22.5786390126603
Волгоградская область,2013,9,14.217689,120.0088694700173
Волгоградская область,2013,10,7.811257,52.84009835387979
Волгоградская область,2013,11,4.383823,29.05925344526768
Волгоградская область,2013,12,-2.7572594,41.42825652352401
Волгоградская область,2014,1,-8.44182,55.13377706340381
Волгоградская область,2014,2,-6.2236776,32.31431433558464
Волгоградская область,2014,3,1.2929592,56.1072760294165
Волгоградская область,2014,4,8.384922,34.713556074244636
Волгоградская область,2014,5,20.104464,27.81306883356401
Волгоградская область,2014,6,21.014154,36.30089589101927
Волгоградская область,2014,7,24.301342,18.5079949470503
Волгоградская область,2014,8,25.471708,16.297127917472807
Волгоградская область,2014,9,16.297874,9.295632487854787
Волгоградская область,2014,10,6.198459,15.807069231889077
Волгоградская область,2014,11,-1.5904801,16.580318448798998
Волгоградская область,2014,12,-3.2043388,59.10471242487431
Волгоградская область,2015,1,-6.748695,37.35939107647964
Волгоградская область,2015,2,-4.1970005,19.200765594244004
Волгоградская область,2015,3,0.8139535,6.768438692465424
Волгоградская область,2015,4,8.898509,60.97260131325041
Волгоградская область,2015,5,17.211294,45.313896456360816
Волгоградская область,2015,6,24.666876,16.691423335458552
Волгоградская область,2015,7,24.006512,28.408400813852037
Волгоградская область,2015,8,22.746492,6.533715179051672
Волгоградская область,2015,9,20.090261,10.912902388987797
Волгоградская область,2015,10,6.2111835,41.707195168393
Волгоградская область,2015,11,3.3251963,67.59855945110321
Волгоградская область,2015,12,0.109680004,47.21671883659703
Волгоградская область,2016,1,-6.801333,59.731556202002935
Волгоградская область,2016,2,0.5738614,46.63090439149312
Волгоградская область,2016,3,3.7914128,49.16351691399302
Волгоградская область,2016,4,11.27633,47.80678588833128
Волгоградская область,2016,5,16.493,103.08785017515932
Волгоградская область,2016,6,21.743439,14.53446324504912
Волгоградская область,2016,7,24.623865,54.58281869326319
Волгоградская область,2016,8,26.24382,23.370753374110375
Волгоградская область,2016,9,14.770668,64.3335457793304
Волгоградская область,2016,10,6.6635246,17.839363858912673
Волгоградская область,2016,11,-0.53206265,39.05369800201484
Волгоградская область,2016,12,-7.1134095,46.880134269509995
Волгоградская область,2017,1,-6.260127,28.754972101960863
Волгоградская область,2017,2,-6.255834,45.67214341878891
Волгоградская область,2017,3,2.6222863,30.987466171809604
Волгоградская область,2017,4,9.079036,50.946491199731824
Волгоградская область,2017,5,15.051965,60.16713248785053
Волгоградская область,2017,6,19.494137,52.429172209330964
Волгоградская область,2017,7,24.240675,24.49510752122849
Волгоградская область,2017,8,25.55889,6.600345092461045
Волгоградская область,2017,9,17.465569,27.221759399771692
Волгоградская область,2017,10,8.438634,58.094280754668375
Волгоградская область,2017,11,2.4191785,29.21608071710382
Волгоградская область,2017,12,-0.5893306,60.82558828345367
Волгоградская область,2018,1,-5.9226627,37.30972900658846
Волгоградская область,2018,2,-6.9784703,45.029128670692444
Волгоградская область,2018,3,-5.270631,65.78197347589902
Волгоградская область,2018,4,8.63153,23.482412908545562
Волгоградская область,2018,5,19.459515,12.671976908671537
Волгоградская область,2018,6,22.573175,4.849002451236759
Волгоградская область,2018,7,25.472534,83.66260419441122
Волгоградская область,2018,8,23.16716,3.8894534207960323
Волгоградская область,2018,9,18.644804,31.85477951339313
Волгоградская область,2018,10,10.632949,30.359852498493023
Волгоградская область,2018,11,-0.96344,19.772661851559366
Волгоградская область,2018,12,-4.877708,64.20295870048659
Волгоградская область,2019,1,-6.445295,66.45565738098962
Волгоградская область,2019,2,-4.362125,16.257964200377465
Волгоградская область,2019,3,1.3654286,54.43625189449106
Волгоградская область,2019,4,9.819764,34.23823268051658
Волгоградская область,2019,5,18.654018,38.27205816090107
Волгоградская область,2019,6,24.68276,10.101546953884618
Волгоградская область,2019,7,22.447031,66.64277455551284
Волгоградская область,2019,8,21.40084,26.745185425999974
Волгоградская область,2019,9,15.28291,23.862005906658514
Волгоградская область,2019,10,11.085911,37.95565770374877
Волгоградская область,2019,11,0.98137724,10.687208973935672
Волгоградская область,2019,12,-0.89888716,24.490352292848485
Волгоградская область,2020,1,-1.1057471,43.16415907693761
Волгоградская область,2020,2,-1.1547039,50.35281129649707
Волгоградская область,2020,3,5.211981,21.11770472297711
Волгоградская область,2020,4,8.084083,32.78513698492731
Волгоградская область,2020,5,15.243016,62.10630477666855
Волгоградская область,2020,6,23.719799,23.96863372155598
Волгоградская область,2020,7,26.584381,11.126760636605322
Волгоградская область,2020,8,21.997194,17.898793219668523
Волгоградская область,2020,9,17.886942,1.9331999110723181
Волгоградская область,2020,10,11.938868,12.1889221274427
Волгоградская область,2020,11,0.9112023,26.511946503818034
Волгоградская область,2020,12,-7.040868,25.647362703531982
Волгоградская область,2021,1,-3.9589813,59.35845370173454
Волгоградская область,2021,2,-5.6783037,39.232034322023395
Волгоградская область,2021,3,-1.0270554,50.75725402516978
Волгоградская область,2021,4,9.224898,63.42081788011959
Волгоградская область,2021,5,18.24836,48.50182781585625
Волгоградская область,2021,6,22.949774,71.19595896516527
Волгоградская область,2021,7,26.913273,12.114206955124224
Волгоградская область,2021,8,26.4584,26.93241303688181
Волгоградская область,2021,9,14.215621,50.96198787689209
Волгоградская область,2021,10,7.888279,7.6476573539631705
Волгоградская область,2021,11,3.0716076,44.15960377539907
Волгоградская область,2021,12,-3.040311,65.6383293567385
Волгоградская область,2022,1,-4.3401227,83.78584751869951
Волгоградская область,2022,2,-0.62504506,50.51500306129456
Волгоградская область,2022,3,-1.9584599,46.665761699165614
Волгоградская область,2022,4,11.874448,38.019822977696144
Волгоградская область,2022,5,13.294223,37.482384631974355
Волгоградская область,2022,6,22.40178,25.078087404410223
Волгоградская область,2022,7,23.439278,41.467084481162686
Волгоградская область,2022,8,26.9619,9.566126950648613
Волгоградская область,2022,9,15.490892,34.45265071136611
Волгоградская область,2022,10,9.2763,44.457343320378236
Волгоградская область,2022,11,2.2904592,23.65623217246362
Волгоградская область,2022,12,-3.1657743,14.614926958328912
Волгоградская область,2023,1,-6.0936103,7.602664771686707
Волгоградская область,2023,2,-4.962322,17.632254106998445
Волгоградская область,2023,3,5.409874,17.19777997369213
Волгоградская область,2023,4,10.925039,21.859589023462362
Волгоградская область,2023,5,16.61636,19.085422794904026
Волгоградская область,2023,6,20.630493,24.84925738615649
Волгоградская область,2023,7,23.59748,25.97091778972319
Волгоградская область,2023,8,25.041964,4.873433780571712
Волгоградская область,2023,9,17.516176,7.219704943043845
Волгоградская область,2023,10,9.431336,33.09628192412002
Волгоградская область,2023,11,4.918533,47.74723910348756
Волгоградская область,2023,12,-1.6269608,28.170199045453753
Вологодская область,2007,1,-6.4957266,75.9598633417326
Вологодская область,2007,2,-16.690702,33.53650663902832
Вологодская область,2007,3,1.0404876,39.3378591118543
Вологодская область,2007,4,3.026509,44.79713406979962
Вологодская область,2007,5,11.51348,63.74585329933134
Вологодская область,2007,6,12.855427,81.97860755682905
Вологодская область,2007,7,17.561272,135.223521424842
Вологодская область,2007,8,17.939463,95.3649608101323
Вологодская область,2007,9,10.348504,48.60954160739026
Вологодская область,2007,10,5.0583363,41.2636856419221
Вологодская область,2007,11,-3.9702783,64.27205032315747
Вологодская область,2007,12,-3.94537,43.48330983289915
Вологодская область,2008,1,-8.085066,41.78065303667092
Вологодская область,2008,2,-4.892784,57.56834636794196
Вологодская область,2008,3,-2.1918192,67.27810901187745
Вологодская область,2008,4,3.266879,30.636300201769227
Вологодская область,2008,5,8.377292,36.814451500043916
Вологодская область,2008,6,13.365764,96.85564859160061
Вологодская область,2008,7,17.299528,128.06240800742447
Вологодская область,2008,8,14.982043,99.27411703974097
Вологодская область,2008,9,8.284123,52.463410518787526
Вологодская область,2008,10,6.39529,77.18527211778567
Вологодская область,2008,11,0.6442006,60.09207140744722
Вологодская область,2008,12,-3.5858247,48.46893909257643
Вологодская область,2009,1,-8.891665,45.94374519766722
Вологодская область,2009,2,-7.000057,40.378560270335434
Вологодская область,2009,3,-3.92388,48.31835375013834
Вологодская область,2009,4,-0.24153979,24.74786386902457
Вологодская область,2009,5,10.656533,60.45801545458177
Вологодская область,2009,6,15.310363,102.65155040441346
Вологодская область,2009,7,16.94227,99.27978088714661
Вологодская область,2009,8,14.860589,90.905858279797
Вологодская область,2009,9,12.24014,55.18357545936701
Вологодская область,2009,10,2.3755171,103.11014594327342
Вологодская область,2009,11,-0.38421544,78.50771554432914
Вологодская область,2009,12,-10.183406,64.94657544010799
Вологодская область,2010,1,-16.465403,18.689319482327726
Вологодская область,2010,2,-12.785967,32.61953857646388
Вологодская область,2010,3,-5.3959317,58.25522864544935
Вологодская область,2010,4,3.6067612,41.53602821388464
Вологодская область,2010,5,13.746812,62.01042598473259
Вологодская область,2010,6,15.091708,112.93935813514057
Вологодская область,2010,7,23.556688,20.177109842099448
Вологодская область,2010,8,17.966822,84.64690543976982
Вологодская область,2010,9,10.186186,53.987167440307246
Вологодская область,2010,10,2.12664,61.98321406787484
Вологодская область,2010,11,-3.1324434,75.61700953377618
Вологодская область,2010,12,-13.526524,49.548323538669784
Вологодская область,2011,1,-10.778855,53.76643788149733
Вологодская область,2011,2,-16.1244,17.38481576603085
Вологодская область,2011,3,-4.2820597,38.43077040931528
Вологодская область,2011,4,2.5278363,35.98000625693174
Вологодская область,2011,5,10.512755,60.84583381025169
Вологодская область,2011,6,15.883398,80.22584187421153
Вологодская область,2011,7,21.239906,56.01035298533316
Вологодская область,2011,8,15.631512,64.21198700018871
Вологодская область,2011,9,9.965052,93.75176559767351
Вологодская область,2011,10,4.8970733,75.65591977915392
Вологодская область,2011,11,-1.8406309,59.45675813527552
Вологодская область,2011,12,-2.5415542,81.1852643086891
Вологодская область,2012,1,-9.815621,43.220122890809385
Вологодская область,2012,2,-14.1886425,30.446393350024284
Вологодская область,2012,3,-6.2340956,44.729732025933295
Вологодская область,2012,4,2.8562787,53.10980701355185
Вологодская область,2012,5,11.336213,61.56628396527317
Вологодская область,2012,6,14.957274,109.25253286824525
