region,year,subsidy_main,subsidy_secondary,subsidy_third,subsidy_col_4,subsidy_col_5,subsidy_col_6,subsidy_col_7,subsidy_col_8,subsidy_col_9,subsidy_col_10
Курганская область,2017,111000000660.0,1483.3815,718066718.066,68108013.81001604,52002223.55702555,16107444.494516041,52001533.49102555,783.37288569,68108079.11690173,52002223.55702555
Курганская область,2018,111000000792.0,1542241396.0,1654304200.0,1762482129.34,2535057615.1800003,1037393029.3399999,1707905543.18,857664827.0,1792994856.34,2535057615.1800003
Курганская область,2019,111000000792.0,1551.3784,850996118.267045,283022368.9947776,263211517.7702563,19818974.61137764,263210673.1593922,922072.07655131,283022384.05165094,263211734.24521396
Курганская область,2020,111000000924.0,2315.2659999999996,2321415888.4689,418846151.8488138,414659181.9320325,423034282.8627138,829313603.3137616,423034285.1341159,829313629.5448172,4191402.75321814
Курганская область,2021,37000001254.0,1929.0447000000001,1009.5514,1825.16312508,2782.11933807,990.46035827,1813.1665315,1017.7939889,1860.39491368,2772.63397891
Курганская область,2022,37000001188.0,1452.0689,826.9419,1350.43061066,2140.5585266900002,811.9982538600001,1343.87042085,922.12284844,1413.75414757,2140.30438586
Курганская область,2023,1320.0,3607.9034,0.0,3630.45269955,3439.2790000000005,191.17369955,3430.7451474900004,44.03739461,3621.8326429900003,3430.7451474900004
Курганская область,2024,1122.0,3067.796,0.0,2689.2477011899996,2653.5063,35.741401190000005,2653.33216098,24.88896383,2689.07001061,2653.33216098
Курская область,2016,114000000130.0,9906.156199999998,143900989.5148,341967494.012659,179584765.032632,162393385.371259,172223575.115972,143731309.74323207,334234918.7499089,179414857.26335743
Курская область,2017,114000000100.0,11605.5456,5837188837.183,3712025635.336273,3224005902.132127,488032296.973673,3223998978.162271,5838.624328360001,3712001146.186736,3223986843.9105773
Курская область,2018,114000000120.0,8572264130.0,8633890800.0,11664533503.610003,15285375613.87,5441427703.61,10953062479.04,4360919521.68,11698446151.89,15261040060.94
Курская область,2019,114000000120.0,7319.1256,3950803963.487217,54177100.072154,47138576.221891,7052872.70245419,47134199.79622033,26210.34829567,54176754.00252559,47138628.35651581
Курская область,2020,114000000140.0,5780.8622000000005,5964772752.9738,383533015.255772,333679186.454375,433392947.002772,667344439.1357832,433392718.1183152,667344484.9227296,49865716.31796042
Курская область,2021,38000000190.0,8233.634900000001,6293.566100000001,7046.7123839999995,13130.640613,6557.456378,6912.71999437,6241.07898597,7063.209695139999,11762.040750619999
Курская область,2022,38000000180.0,6089.3311,3697.1905,6422.689536,9959.734844,4053.082246000001,6267.6275498,3705.12811521,6426.3380317,9943.61486296
Курская область,2023,200.0,11691.5186,0.0,12402.816789999999,11745.438528,657.378262,11744.11369997,29.24121502,12401.49054424,11744.11369969
Курская область,2024,170.0,7238.4742,0.0,8204.0116304,7013.8686,1190.1430304,7012.11126954,49.16968951,8201.10070592,7012.11126954
Ленинградская область,2016,123000000364.0,3468.8704,14727367.7847,97433688.726306,60219858.668653,37219371.640606,59474690.8836619,14724334.18370235,96690336.8404306,60216690.73674845
