,count,mean,std,min,25%,50%,75%,max
ln_production,1170.0,12.922747900341916,2.1840297175931256,2.302585092994045,11.860054247603498,13.22267829380888,14.548971165808164,16.59868678425688
ln_area,1170.0,5.32606977937773,2.019288171751283,-4.828313737302301,4.4189980986593245,5.491108381297969,6.846224475073354,8.243800011432212
temp_grow_mean,1170.0,13.9787682021198,3.613352576971904,3.1400208666666667,12.170721220833332,14.237210408333333,16.166216329166666,22.884283166666663
prec_grow_sum,1170.0,11850.522903467994,4868.6419077943265,2013.5813748587605,8912.990579237321,11465.263921718431,14040.422578783011,32814.49181780448
spi_grow_mean,1170.0,0.2543466347581452,0.6778897094826474,-2.1258478358144264,-0.13829392931878506,0.35096084316781084,0.6959534257266073,2.028917279108528
